Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
87	:	1716042282.551	     0.025	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 86 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
82	:	1716042282.413	     0.458	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 81 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
88	:	1716042282.577	     0.296	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 87 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
89	:	1716042282.606	     0.266	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 88 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
90	:	1716042282.632	     0.240	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 89 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
92	:	1716042282.904	     0.096	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 91 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
94	:	1716042282.967	     0.033	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 93 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
95	:	1716042283.001	     0.027	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 94 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
96	:	1716042283.028	     0.032	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 95 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
97	:	1716042283.061	     0.027	0	0	0	0	exec /usr/bin/time -f " %e, %U, %S, %M" solvitaire --type klondike --timeout 3600000 --str smart-solvability --ra 96 --class 2>&1 | sed -e 'H;${x;s/\n/,/g;s/^,//;p;};d' >> /work/sc122/sc122/shared/solvitaire-expts/klondike-smart/smart-klondike-3600000-smart-solvability--2b4VwZ.csv
