seed,result,time (seconds)
669,unknown,1.866
670,unknown,1.12
671,unknown,1.305
672,unknown,1.633
673,unknown,1.37
674,unknown,1.736
675,unknown,1.529
676,unknown,1.404
677,unknown,1.492
678,unknown,1.467
679,unknown,1.559
680,unknown,1.376
681,unknown,1.503
682,unsolvable,0.951
683,unsolvable,1.398
684,unknown,1.293
685,unknown,1.501
686,unknown,1.481
687,unknown,1.207
688,unknown,1.761
689,unknown,1.447
690,unknown,1.46
691,unknown,1.663
692,unknown,1.313
693,unknown,1.867
694,unsolvable,0.925
695,unknown,1.139
696,unknown,1.514
697,unknown,1.833
698,unknown,1.174
699,unknown,1.291
700,unknown,1.613
701,unsolvable,0.836
702,unknown,1.386
703,unknown,1.311
704,unknown,1.565
705,unknown,1.35
706,unknown,1.426
707,unknown,1.406
708,unknown,1.71
709,unknown,1.611
710,unknown,1.569
711,unknown,1.283
712,unknown,1.657
713,unknown,1.101
714,unknown,1.33
715,unknown,1.223
716,unknown,1.49
717,unsolvable,2.03
718,unknown,1.922
719,unsolvable,0.746
720,unknown,1.429
721,unknown,1.647
722,unsolvable,0.829
723,unknown,1.822
724,unknown,1.319
725,unknown,1.315
726,unknown,1.448
727,unknown,1.385
728,unknown,1.441
729,unsolvable,0.807
730,unknown,1.476
731,unknown,1.604
732,unknown,1.162
733,unknown,1.305
734,unknown,1.249
735,unknown,1.244
736,unsolvable,0.784
737,unknown,1.228
738,unknown,1.294
739,unknown,1.362
740,unknown,1.481
741,unknown,1.434
742,unknown,1.846
743,unknown,1.284
744,unknown,1.617
745,unknown,1.329
746,unknown,1.524
747,unknown,1.55
748,unknown,1.153
749,unknown,1.285
750,unsolvable,0.491
751,unknown,1.365
752,unknown,1.864
753,unknown,1.417
754,unknown,1.205
755,unknown,1.397
756,unknown,1.58
757,unknown,1.332
758,unknown,1.328
759,unknown,1.31
760,unknown,1.26
761,unknown,1.401
762,unknown,1.331
763,unknown,1.428
764,unknown,1.338
765,unknown,1.117
766,unknown,1.189
767,unknown,1.439
768,unknown,1.261
769,unknown,1.199
770,unsolvable,0.449
771,unsolvable,0.598
772,unknown,1.563
773,unknown,1.44
774,unknown,1.394
775,unknown,1.302
776,unknown,1.429
777,unknown,1.568
778,unsolvable,0.651
779,unknown,1.355
780,unknown,1.357
781,unknown,1.687
782,unknown,1.646
783,unknown,1.786
784,unknown,1.429
785,unknown,1.308
786,unknown,1.185
787,unknown,1.508
788,unknown,1.365
789,unknown,1.247
790,unknown,1.245
791,unknown,1.169
792,unknown,1.574
793,unknown,1.693
794,unknown,1.464
