seed,result,time(seconds)
1543,solved,0
1544,unsolvable,36.6
1545,solved,0
1546,solved,0.05
1547,solved,0.06
1548,solved,0.42
1549,solved,0.01
1550,unsolvable,0.01
1551,solved,0
1552,solved,0
1553,solved,0
1554,solved,0
1555,unsolvable,0.34
1556,solved,0
1557,solved,2.32
1558,unsolvable,0
1559,solved,0
1560,solved,0
1561,unsolvable,430.59
1562,solved,0
1563,solved,0
1564,solved,0
1565,solved,0
1566,solved,0.06
1567,unsolvable,0.01
1568,solved,0
1569,solved,0.34
1570,unsolvable,99
1571,solved,0.02
1572,unsolvable,217.94
1573,solved,0
1574,unsolvable,0.01
1575,solved,0
1576,solved,0
1577,solved,0
1578,solved,0
1579,solved,0.61
1580,solved,0.02
1581,unsolvable,1.89
1582,unsolvable,41.82
1583,solved,0
1584,unsolvable,23.38
1585,solved,0
1586,solved,0.08
1587,solved,0
1588,solved,0
1589,solved,0
1590,solved,0
1591,solved,0.24
1592,solved,0.02
1593,unsolvable,0
1594,solved,175.83
1595,unsolvable,0.21
1596,solved,0.17
1597,solved,0.17
1598,unsolvable,68.04
1599,solved,0
1600,solved,0.01
1601,solved,0
1602,solved,0
1603,unsolvable,0
1604,solved,54.19
1605,solved,0
1606,solved,0
1607,solved,0.01
1608,solved,0
1609,solved,0
1610,solved,0
1611,solved,0.03
1612,solved,0
1613,solved,0.01
1614,solved,0.01
1615,solved,0
1616,solved,0.69
1617,solved,0
1618,solved,0.02
1619,solved,0.34
1620,solved,0.05
1621,solved,0
1622,solved,0.01
1623,solved,0.01
1624,solved,1.32
1625,solved,29.81
1626,solved,0.19
1627,solved,0
1628,solved,0.01
1629,solved,0
1630,solved,0
1631,solved,1.76
1632,unsolvable,26.78
1633,solved,15.36
1634,solved,0
1635,solved,0
1636,solved,0
1637,solved,0
1638,solved,15.88
1639,solved,0
1640,solved,0.19
1641,solved,0
1642,solved,0.02
1643,solved,10.63
1644,unsolvable,0.2
1645,solved,0
1646,solved,0
1647,solved,0.01
1648,solved,0
1649,solved,0
1650,solved,0
1651,solved,2.45
1652,solved,0
1653,unsolvable,2.66
1654,solved,1.62
1655,unsolvable,0
1656,unsolvable,0
1657,solved,0
1658,unsolvable,17.65
1659,unsolvable,0
1660,solved,0
1661,unsolvable,0.16
1662,solved,0
1663,solved,0.1
1664,solved,0
1665,solved,0.05
1666,solved,0
1667,solved,0
1668,solved,0
1669,unsolvable,12.55
1670,solved,0.01
1671,solved,1.33
1672,unsolvable,0
1673,solved,0
1674,solved,0
1675,unsolvable,0.27
1676,solved,0
1677,solved,11.82
1678,solved,0.21
1679,solved,0
1680,unsolvable,109.29
1681,solved,0
1682,solved,0.04
1683,solved,0
1684,unsolvable,0.37
1685,solved,0
1686,solved,0.07
1687,solved,0
1688,solved,0
1689,solved,0
1690,unsolvable,3.04
1691,solved,0.34
1692,solved,0
1693,unsolvable,2961.12
1694,solved,73.19
1695,solved,1.85
1696,solved,0.01
1697,solved,0.1
1698,solved,0.06
1699,solved,0
1700,solved,0
1701,solved,0
1702,solved,0
1703,solved,0
1704,solved,0.01
1705,unsolvable,8.64
1706,solved,0.04
1707,solved,0
1708,solved,0.03
1709,unsolvable,118.12
1710,solved,0.06
1711,solved,0
1712,solved,0
1713,solved,4.88
1714,solved,27.45
1715,unsolvable,1.65
1716,solved,0.18
1717,solved,0.03
1718,solved,0.36
1719,solved,0.01
1720,solved,0
1721,solved,0
1722,solved,76.85
1723,solved,0
1724,solved,12.51
1725,solved,0.23
1726,unsolvable,1.04
1727,solved,0
1728,solved,0
1729,solved,0
1730,solved,0.11
1731,solved,37.62
1732,solved,8.45
1733,solved,0.01
1734,solved,0
1735,solved,0
1736,solved,0
1737,solved,0
1738,solved,0.26
1739,solved,0
1740,solved,0.01
1741,solved,0
1742,solved,0.3
1743,solved,0.93
1744,solved,0
1745,solved,0.08
1746,unsolvable,0
1747,solved,0.12
1748,solved,0
1749,solved,0
1750,solved,0.15
1751,solved,0
1752,solved,0
1753,solved,39.3
1754,solved,0
1755,solved,0
1756,solved,0.02
1757,solved,0.59
1758,solved,0.03
1759,solved,0
1760,solved,0
1761,solved,13.64
1762,solved,0
1763,solved,0
1764,solved,0
1765,unsolvable,839.2
1766,unsolvable,7.32
1767,solved,49.01
1768,solved,0.2
1769,solved,0.03
1770,solved,0.04
1771,solved,2.54
1772,unsolvable,0
1773,solved,0
1774,solved,0.04
1775,solved,0.02
1776,solved,0
1777,solved,0
1778,unsolvable,155.72
1779,solved,0
1780,unsolvable,0.06
1781,unsolvable,70.66
1782,solved,0
1783,unsolvable,0
1784,unsolvable,2.23
1785,solved,9.45
1786,solved,0
1787,unsolvable,4.91
1788,solved,0
1789,unsolvable,2.62
1790,solved,0.01
1791,unsolvable,0.09
1792,solved,0
1793,unsolvable,0
1794,solved,0
1795,solved,0
1796,solved,0
1797,solved,0.07
1798,solved,0
1799,solved,0.03
1800,unsolvable,3.31
1801,solved,0
1802,solved,0.13
1803,solved,0
1804,solved,0.01
1805,unsolvable,354.41
1806,solved,0
1807,solved,0
1808,unsolvable,0
1809,solved,0
1810,solved,0
1811,unsolvable,1.5
1812,solved,0.01
1813,solved,188.26
1814,solved,0.09
1815,unsolvable,0
1816,unsolvable,5010.79
1817,solved,0
1818,solved,0
1819,unsolvable,6.98
1820,solved,0
1821,solved,0
1822,unsolvable,0
1823,solved,3.78
1824,solved,0.06
1825,solved,0
1826,solved,0
1827,unsolvable,26.64
1828,solved,0.06
1829,solved,0
1830,solved,0
1831,solved,0
1832,solved,0.26
1833,solved,4.16
1834,solved,0
1835,solved,0
1836,solved,0.02
1837,unsolvable,0.07
1838,solved,3.64
1839,solved,0.25
1840,unsolvable,520.32
1841,solved,2.39
1842,solved,0
1843,solved,0
1844,solved,0
1845,unsolvable,186.22
1846,solved,0
1847,solved,0
1848,solved,0.09
1849,unsolvable,0
1850,solved,0.02
1851,solved,0.02
1852,solved,0
1853,unsolvable,85.8
1854,solved,2.3
1855,solved,0.03
1856,solved,0
1857,solved,0
1858,unsolvable,12.58
1859,solved,0
1860,solved,0
1861,solved,0
1862,solved,0.04
1863,solved,0
1864,solved,0.06
1865,unsolvable,0
1866,solved,1.48
1867,solved,1.68
1868,solved,0
1869,solved,0.01
1870,solved,2.33
1871,unsolvable,0.13
1872,unsolvable,0
1873,solved,0
1874,solved,0.11
1875,solved,0.48
1876,unsolvable,0.28
1877,solved,0.13
1878,solved,0
1879,unsolvable,0.15
1880,solved,0
1881,solved,0
1882,solved,0.01
1883,solved,0
1884,solved,0.46
1885,solved,0
1886,solved,0
1887,unsolvable,0.54
1888,solved,0
1889,solved,0
1890,solved,0.01
1891,solved,0
1892,solved,0.21
1893,solved,0
1894,solved,393.53
1895,solved,0
1896,solved,0.01
1897,solved,0
1898,solved,0.05
1899,solved,0
1900,solved,0.7
1901,solved,0.09
1902,solved,0
1903,unsolvable,2.12
1904,solved,0
1905,unsolvable,1.24
1906,solved,0
1907,solved,0.03
1908,solved,0
1909,solved,0
1910,solved,6.82
1911,solved,0.28
1912,solved,0
1913,solved,0.01
1914,solved,0
1915,solved,0
1916,solved,0
1917,solved,0.1
1918,solved,0.03
1919,solved,0
1920,solved,0
1921,solved,0
1922,solved,156.79
1923,solved,0.17
1924,unsolvable,12.08
1925,solved,0.02
1926,solved,0
1927,solved,0
1928,solved,0
1929,solved,0.07
1930,solved,0.14
1931,unsolvable,7.15
1932,solved,0
1933,solved,0
1934,solved,0
1935,solved,0.01
1936,solved,0
1937,solved,0.09
1938,unsolvable,0
1939,solved,0
1940,solved,0.11
1941,solved,0
1942,solved,0
1943,solved,0.41
1944,solved,0.1
1945,solved,0
1946,unsolvable,0.02
1947,solved,0.01
1948,solved,0
1949,solved,0
1950,solved,6.25
1951,solved,0
1952,solved,7.52
1953,unsolvable,0.12
1954,unsolvable,210.67
1955,solved,1.52
1956,solved,0
1957,solved,0.03
1958,solved,0
1959,solved,0
1960,unsolvable,0.02
1961,solved,0
1962,solved,1.08
1963,solved,0.11
1964,solved,0
1965,unsolvable,0.03
1966,solved,0.14
1967,solved,0
1968,solved,0
1969,solved,0
1970,unsolvable,3610.23
1971,solved,0
1972,solved,0
1973,solved,0
1974,solved,0.53
1975,unsolvable,4.28
1976,solved,0.01
1977,solved,0
1978,unsolvable,23090.5
1979,solved,0
1980,solved,0
1981,solved,0.06
1982,solved,0
1983,solved,0.01
1984,solved,19.39
1985,solved,0
1986,solved,0.03
1987,solved,0.5
1988,solved,0.75
1989,solved,0
1990,solved,0
1991,unsolvable,4.48
1992,solved,0.06
1993,solved,0
1994,solved,0
1995,solved,0.31
1996,solved,0.52
1997,solved,0
1998,solved,1.39
1999,solved,0.1
2000,solved,0
2001,solved,0
2002,unsolvable,341.86
2003,solved,0
2004,solved,0
2005,solved,0.2
2006,solved,0
2007,solved,14.83
2008,unsolvable,0.15
2009,solved,0
2010,solved,0.04
2011,solved,0
2012,solved,0.04
2013,solved,0.01
2014,solved,0
2015,solved,0
2016,solved,0.04
2017,solved,0.06
2018,solved,0.42
2019,solved,0.03
2020,unsolvable,0.18
2021,unsolvable,0
2022,unsolvable,0.16
2023,solved,0.01
2024,unsolvable,16.97
2025,unsolvable,0.58
2026,solved,2.95
2027,solved,0
2028,unsolvable,0.02
2029,solved,0
2030,unsolvable,55.69
2031,unsolvable,1.79
2032,solved,0
2033,solved,0
2034,solved,2.03
2035,solved,0
2036,solved,0.03
2037,solved,0
2038,solved,0
2039,solved,0.03
2040,solved,0.09
2041,solved,1.62
2042,solved,0
2043,solved,0.84
2044,solved,0.09
2045,solved,0
2046,solved,0.44
2047,solved,0.01
2048,solved,0
2049,unsolvable,0
2050,solved,0
2051,solved,0
2052,solved,0.01
2053,solved,0
2054,solved,0.02
2055,unsolvable,0
2056,solved,0
2057,solved,1.42
2058,solved,0
2059,solved,0.02
2060,solved,1.68
2061,solved,0.01
2062,solved,0.05
2063,solved,0.04
2064,solved,4.93
2065,unsolvable,0
2066,solved,0
2067,solved,0
2068,solved,0
2069,solved,0
2070,solved,0
2071,solved,0.11
2072,solved,0.03
2073,solved,0
2074,unsolvable,101.36
2075,solved,0
2076,solved,0.11
2077,solved,0.47
2078,solved,0.03
2079,unsolvable,0.35
2080,solved,0.37
2081,unsolvable,0
2082,unsolvable,0
2083,solved,0
2084,solved,0.01
2085,solved,0
2086,solved,0.02
2087,solved,0.69
2088,solved,0.07
2089,solved,0
2090,unsolvable,0
2091,unsolvable,2166.57
2092,solved,0
2093,unsolvable,765.96
2094,solved,0
2095,solved,0
2096,solved,0.07
2097,solved,0.01
2098,solved,0
2099,solved,0
2100,unsolvable,131.17
2101,unsolvable,0
2102,solved,0
2103,solved,0
2104,unsolvable,3.24
2105,solved,0.4
2106,solved,0.87
2107,solved,0.13
2108,solved,0
2109,unsolvable,0
2110,solved,2.46
2111,solved,0
2112,solved,2.68
2113,unsolvable,43.34
2114,solved,0
2115,solved,0.2
2116,solved,0.1
2117,solved,0.2
2118,solved,0
2119,solved,0.25
2120,solved,0
2121,solved,0
2122,solved,0.02
2123,solved,0
2124,solved,0
2125,solved,3.56
2126,solved,0
2127,solved,0.89
2128,solved,0
2129,solved,0.18
2130,solved,0
2131,solved,0
2132,solved,0.01
2133,solved,0
2134,solved,0
2135,solved,0
2136,solved,0
2137,solved,0
2138,unsolvable,105.17
2139,solved,0
2140,solved,0
2141,solved,0
2142,solved,0.06
2143,solved,0.08
2144,solved,0.01
2145,solved,0.2
2146,solved,0
2147,solved,0.77
2148,solved,0.01
2149,solved,0
2150,unsolvable,0
2151,solved,0.57
2152,unsolvable,36.94
2153,unsolvable,0.02
2154,unsolvable,39.13
2155,solved,0
2156,solved,0.52
2157,unsolvable,0.01
2158,unsolvable,0
2159,solved,0
2160,solved,0.01
2161,solved,0.75
2162,solved,3.38
2163,solved,0
2164,solved,0.09
2165,solved,9.24
2166,solved,1.49
2167,solved,0.33
2168,solved,0
2169,solved,0
2170,solved,0
2171,solved,2.56
2172,solved,2.84
2173,solved,0
2174,solved,0.06
2175,solved,0
2176,solved,0
2177,solved,0
2178,solved,1.81
2179,solved,0.02
2180,solved,0
2181,solved,0.16
2182,solved,0
2183,solved,0.04
2184,solved,0.07
2185,solved,0.02
2186,unsolvable,0
2187,solved,0.13
2188,unsolvable,1.59
2189,solved,0
2190,unsolvable,14.7
2191,solved,0.02
2192,solved,0
2193,unsolvable,0.01
2194,unsolvable,63.87
2195,solved,0.48
2196,solved,9.29
2197,unsolvable,12.22
2198,unsolvable,101.7
2199,solved,0.46
2200,solved,0.01
2201,unsolvable,1162.79
2202,unsolvable,0
2203,solved,0
2204,solved,0
2205,solved,27.17
2206,solved,0.01
2207,solved,0
2208,unsolvable,0
2209,solved,0
2210,solved,0
2211,solved,0
2212,solved,0
2213,solved,0
2214,solved,0.01
2215,unsolvable,259.95
2216,solved,0.71
2217,solved,1.22
2218,solved,0
2219,solved,0
2220,solved,0.02
2221,solved,0
2222,solved,0
2223,solved,0
2224,unsolvable,0
2225,solved,0.01
2226,solved,9.83
2227,solved,0
2228,solved,0
2229,solved,0
2230,solved,5.52
2231,unsolvable,0.09
2232,solved,0.07
2233,solved,0.14
2234,unsolvable,2.49
2235,solved,0
2236,solved,0.03
2237,solved,0
2238,unsolvable,0
2239,solved,24.51
2240,solved,0
2241,solved,385.57
2242,unsolvable,44.1
2243,solved,0
2244,solved,0
2245,solved,0.01
2246,solved,7.32
2247,solved,0
2248,solved,0
2249,solved,0
2250,solved,0
2251,solved,0
2252,solved,0.07
2253,solved,0
2254,solved,0.04
2255,solved,0.01
2256,solved,6.95
2257,solved,0.1
2258,solved,0
2259,solved,0
2260,solved,0
2261,unsolvable,0
2262,solved,0
2263,solved,0
2264,solved,0
2265,solved,0
2266,solved,0.06
2267,solved,0
2268,solved,0
2269,solved,0
2270,solved,0
2271,solved,0
2272,solved,0
2273,solved,0
2274,unsolvable,0
2275,solved,0
2276,solved,0
2277,solved,0
2278,solved,0
2279,solved,0.04
2280,unsolvable,0
2281,solved,0
2282,solved,0
2283,solved,1.23
2284,unsolvable,0.85
2285,solved,0
2286,solved,0
2287,solved,0.09
2288,solved,15.77
2289,unsolvable,4.14
2290,solved,0
2291,solved,0
2292,solved,0
2293,solved,0
2294,solved,0.02
2295,solved,0
2296,solved,0
2297,solved,0.04
2298,solved,0.03
2299,solved,0
2300,solved,0
2301,solved,0.02
2302,solved,0
2303,solved,0
2304,solved,0
2305,unsolvable,0
2306,solved,0.04
2307,solved,0.03
2308,solved,0
2309,unsolvable,0.36
2310,unsolvable,37.14
2311,solved,0
2312,solved,0
2313,solved,0
2314,solved,1.56
2315,unsolvable,179.37
2316,solved,0.74
2317,unsolvable,0.49
2318,solved,222.23
2319,solved,0.07
2320,solved,0
2321,unsolvable,0
2322,solved,0.05
2323,solved,0.15
2324,solved,0
2325,solved,3.17
2326,solved,0.02
2327,solved,3.66
2328,solved,2.77
2329,unsolvable,30.01
2330,solved,0
2331,solved,0
2332,solved,0.01
2333,solved,0
2334,solved,0
2335,solved,0
2336,unsolvable,0.07
2337,solved,0.01
2338,solved,0
2339,solved,15.37
2340,solved,0
2341,unsolvable,0.06
2342,unsolvable,0
2343,solved,0.02
2344,solved,108.49
2345,solved,0
2346,solved,0.01
2347,unsolvable,0.03
2348,solved,0
2349,unsolvable,69.03
2350,unsolvable,0
2351,solved,0
2352,solved,0.86
2353,solved,0.17
2354,solved,0
2355,solved,0.71
2356,solved,0
2357,solved,0
2358,solved,0
2359,solved,0.03
2360,unsolvable,0
2361,solved,0
2362,solved,0
2363,solved,0
2364,unsolvable,0.78
2365,solved,2.13
2366,unsolvable,3.99
2367,solved,0.54
2368,solved,0
2369,unsolvable,194.2
2370,solved,0
2371,solved,0
2372,unsolvable,141.46
2373,solved,0.01
2374,unsolvable,0
2375,unsolvable,0.11
2376,solved,0.02
2377,unsolvable,0
2378,solved,0
2379,unsolvable,269.58
2380,solved,0
2381,solved,0
2382,unsolvable,93.01
2383,solved,0
2384,unsolvable,0.01
2385,unsolvable,0
2386,solved,0
2387,unsolvable,0
2388,solved,1.03
2389,solved,0
2390,solved,0.01
2391,solved,0
2392,solved,0
2393,unsolvable,11.32
2394,solved,110.77
2395,solved,0.03
2396,solved,3.88
2397,solved,0.04
2398,solved,0.1
2399,solved,0
2400,solved,0.01
2401,solved,0
2402,solved,0.26
2403,solved,6.79
2404,solved,0.12
2405,solved,0
2406,solved,0
2407,solved,1.04
2408,solved,0
2409,solved,0
2410,solved,0
2411,solved,0
2412,solved,0
2413,unsolvable,0.39
2414,solved,0
2415,solved,0
2416,unsolvable,13.53
2417,solved,394.74
2418,solved,0
2419,unsolvable,1009.81
2420,solved,0
2421,solved,0.27
2422,solved,3.53
2423,unsolvable,2439.51
2424,solved,0
2425,solved,0
2426,solved,12.48
2427,solved,0.02
2428,solved,5.74
2429,solved,0
2430,solved,0.02
2431,solved,0.05
2432,solved,0
2433,solved,1.05
2434,solved,0.1
2435,unsolvable,0.12
2436,solved,0.76
2437,solved,0
2438,solved,0
2439,solved,0
2440,solved,1
2441,solved,0.02
2442,solved,0.01
2443,solved,0.54
2444,solved,0.19
2445,solved,0
2446,solved,2.79
2447,solved,0
2448,solved,0
2449,solved,0.08
2450,unsolvable,0
2451,solved,0
2452,solved,9.78
2453,solved,0
2454,unsolvable,3.7
2455,solved,0
2456,unsolvable,0
2457,solved,0
2458,solved,0.01
2459,unsolvable,0
2460,solved,0
2461,solved,0
2462,solved,0
2463,solved,0.06
2464,solved,0.01
2465,solved,0
2466,solved,0.38
2467,unsolvable,0.05
2468,unsolvable,125.98
2469,solved,0
2470,solved,0
2471,unsolvable,0.22
2472,unsolvable,0.36
2473,solved,23.49
2474,solved,0
2475,solved,0
2476,solved,0.03
2477,solved,0
2478,unsolvable,0.01
2479,unsolvable,4.16
2480,solved,3.18
2481,solved,0.53
2482,unsolvable,13.91
2483,solved,1.26
2484,solved,0.01
2485,solved,0.11
2486,solved,0.08
2487,solved,1.25
2488,solved,0
2489,solved,0.07
2490,solved,0.07
2491,solved,0.22
2492,solved,0.3
2493,solved,9.85
2494,solved,0
2495,solved,45.07
2496,unsolvable,0.03
2497,solved,0
2498,solved,0
2499,unsolvable,633.32
2500,solved,0
2501,solved,0.02
2502,unsolvable,0
2503,solved,1.84
2504,solved,0.01
2505,solved,0
2506,unsolvable,0.39
2507,solved,0.1
2508,solved,0
2509,solved,0
2510,unsolvable,0
2511,unsolvable,601.28
2512,solved,0
2513,solved,0.04
2514,solved,19.81
2515,solved,0
2516,solved,0.14
2517,solved,1.31
2518,solved,0.01
2519,solved,0
2520,solved,0
2521,unsolvable,167.98
2522,solved,0.02
2523,unsolvable,689.37
2524,solved,0.01
2525,solved,0
2526,solved,0
2527,solved,0
2528,solved,0.11
2529,solved,0
2530,solved,0.02
2531,unsolvable,0.98
2532,solved,0
2533,unsolvable,0
2534,unsolvable,39.17
2535,solved,0.32
2536,unsolvable,0.29
2537,solved,0
2538,solved,0.01
2539,solved,0
2540,solved,0.16
2541,unsolvable,0
2542,solved,2.57
2543,solved,0
2544,solved,0
2545,solved,0
2546,solved,0
2547,solved,0
2548,solved,0
2549,unsolvable,0.38
2550,solved,0.84
2551,solved,0.41
2552,solved,0.05
2553,solved,0
2554,solved,0
2555,solved,0
2556,unsolvable,1.31
2557,solved,0
2558,unsolvable,0
2559,unsolvable,0.87
2560,solved,0
2561,solved,0.15
2562,solved,1.81
2563,solved,0.01
2564,solved,0.01
2565,solved,0
2566,unsolvable,53.25
2567,solved,0.08
2568,solved,0
2569,solved,0.01
2570,solved,0.23
2571,solved,0
2572,unsolvable,0.09
2573,solved,0
2574,unsolvable,26.59
2575,solved,89.84
2576,solved,0
2577,solved,0
2578,solved,5.33
2579,unsolvable,3.45
2580,unsolvable,1.87
2581,solved,0.01
2582,solved,0
2583,solved,0.02
2584,solved,0
2585,solved,0.44
2586,unsolvable,1.48
2587,solved,0
2588,solved,0
2589,solved,0.01
2590,solved,0
2591,solved,0
2592,solved,1.35
2593,solved,0
2594,solved,3.76
2595,solved,0.01
2596,unsolvable,1695.72
2597,unsolvable,0.15
2598,solved,0.02
2599,unsolvable,154.95
2600,solved,0
2601,solved,0.01
2602,solved,0
2603,solved,0
2604,unsolvable,30.89
2605,solved,0
2606,solved,0.01
2607,solved,4.03
2608,unsolvable,0
2609,solved,0
2610,solved,0.29
2611,solved,1.18
2612,solved,0.1
2613,unsolvable,0
2614,solved,0.06
2615,solved,0
2616,solved,0
2617,solved,0
2618,unsolvable,7.88
2619,solved,0.04
2620,solved,0.03
2621,solved,0
2622,solved,0
2623,solved,0.08
2624,solved,0
2625,unsolvable,1.88
2626,solved,248.53
2627,solved,0
2628,solved,0.1
2629,solved,0
2630,solved,0
2631,solved,0
2632,solved,4.28
2633,solved,1.97
2634,unsolvable,0.01
2635,unsolvable,64.39
2636,solved,1.24
2637,solved,0
2638,solved,0.21
2639,solved,0.97
2640,solved,1.01
2641,solved,0.07
2642,solved,0
2643,solved,6.93
2644,solved,1.14
2645,solved,0
2646,solved,0
2647,unsolvable,6.89
2648,solved,0
2649,solved,0
2650,solved,2.18
2651,solved,0.03
2652,solved,0.01
2653,unsolvable,7.29
2654,solved,0
2655,solved,1.32
2656,solved,1.61
2657,solved,0.02
2658,unsolvable,38.17
2659,solved,0.01
2660,solved,0
2661,solved,0.18
2662,unsolvable,31.29
2663,solved,0.02
2664,unsolvable,0.27
2665,solved,0
2666,solved,0
2667,solved,0
2668,solved,0.03
2669,solved,0.04
2670,solved,0
2671,solved,0
2672,solved,20.44
2673,solved,0.02
2674,solved,0.1
2675,solved,0.17
2676,solved,0
2677,solved,0
2678,solved,0
2679,solved,1.09
2680,unsolvable,0
2681,unsolvable,28.27
2682,solved,0
2683,solved,1.71
2684,solved,0
2685,solved,0.08
2686,solved,0
2687,solved,1.86
2688,unsolvable,0.3
2689,solved,0.08
2690,solved,0.05
2691,solved,0
2692,solved,0
2693,solved,0
2694,solved,0.27
2695,solved,0.09
2696,solved,0
2697,solved,0.09
2698,solved,0
2699,unsolvable,20.82
2700,unsolvable,0
2701,solved,0.03
2702,unsolvable,37.92
2703,solved,0
2704,solved,0.01
2705,solved,4.05
2706,solved,0.04
2707,solved,0.24
2708,solved,0
2709,solved,2.48
2710,solved,0.01
2711,solved,0.07
2712,solved,0
2713,solved,0
2714,solved,1.82
2715,solved,0
2716,solved,0
2717,solved,0
2718,solved,0.02
2719,unsolvable,33.15
2720,solved,0.03
2721,unsolvable,0
2722,solved,0.07
2723,solved,0.05
2724,solved,0
2725,solved,0
2726,solved,0
2727,solved,0.01
2728,unsolvable,0.15
2729,solved,0
2730,solved,0.07
2731,unsolvable,0.06
2732,solved,0
2733,solved,0.01
2734,unsolvable,1.58
2735,solved,0
2736,solved,0
2737,solved,0
2738,unsolvable,52.36
2739,solved,0.23
2740,solved,0
2741,solved,0
2742,solved,0.24
2743,solved,0
2744,solved,0.73
2745,unsolvable,41.08
2746,unsolvable,16.46
2747,solved,0.02
2748,solved,1.18
2749,unsolvable,18.96
2750,solved,0.03
2751,solved,0
2752,solved,0.01
2753,solved,0.06
2754,unsolvable,173.65
2755,unsolvable,0
2756,solved,0.81
2757,unsolvable,0.63
2758,solved,0
2759,solved,3.83
2760,solved,0
2761,unsolvable,0
2762,solved,0.16
2763,solved,0
2764,solved,0.17
2765,solved,0
2766,solved,0
2767,unsolvable,0
2768,solved,0
2769,solved,200.63
2770,solved,0
2771,solved,0.02
2772,solved,0.31
2773,unsolvable,157.09
2774,solved,0
2775,unsolvable,0
2776,solved,0
2777,unsolvable,0.12
2778,unsolvable,0.03
2779,solved,0
2780,unsolvable,1795.73
2781,solved,0.02
2782,solved,0.06
2783,unsolvable,0.08
2784,solved,0
2785,solved,0
2786,solved,0
2787,solved,0
2788,solved,0
2789,solved,0.02
2790,solved,0
2791,solved,0.02
2792,solved,0
2793,solved,0
2794,unsolvable,606.35
2795,solved,4.68
2796,solved,0.04
2797,unsolvable,0.31
2798,solved,0
2799,solved,0.23
2800,solved,0
2801,solved,23.18
2802,solved,0
2803,solved,0.12
2804,solved,0.01
2805,solved,0
2806,unsolvable,0
2807,unsolvable,0
2808,solved,0
2809,solved,0.01
2810,solved,0.03
2811,unsolvable,1062.92
2812,solved,0.14
2813,solved,2.64
2814,solved,0
2815,solved,2.19
2816,solved,1.3
2817,solved,0
2818,unsolvable,0.01
2819,solved,0.91
2820,unsolvable,82.7
2821,solved,0.09
2822,unsolvable,10.56
2823,solved,0.13
2824,solved,0.06
2825,unsolvable,530.46
2826,solved,0
2827,unsolvable,2.42
2828,solved,0
2829,solved,0
2830,solved,0.04
2831,solved,0
2832,solved,0
2833,solved,0
2834,solved,0.31
2835,solved,0
2836,solved,0
2837,solved,0
2838,unsolvable,0.04
2839,solved,0.31
2840,solved,0
2841,solved,0.02
2842,solved,0.01
2843,solved,0
2844,solved,0.17
2845,solved,0.28
2846,solved,0.44
2847,unsolvable,80.35
2848,solved,0.02
2849,solved,0.03
2850,solved,0.01
2851,solved,0.21
2852,unsolvable,0.21
2853,solved,0
2854,solved,0
2855,unsolvable,0.21
2856,solved,0
2857,solved,0
2858,solved,1.72
2859,solved,0.49
2860,solved,0
2861,solved,0
2862,solved,0
2863,solved,0
2864,solved,0
2865,solved,0
2866,solved,0
2867,solved,0.02
2868,solved,0.09
2869,solved,0
2870,solved,0.19
2871,solved,0
2872,solved,0
2873,solved,0
2874,unsolvable,0.04
2875,solved,0
2876,solved,0
2877,solved,15.7
2878,solved,1.2
2879,solved,0.88
2880,solved,0
2881,solved,0.64
2882,solved,0
2883,solved,0
2884,unsolvable,281.54
2885,solved,0
2886,solved,0
2887,unsolvable,0
2888,solved,0.01
2889,solved,0
2890,unsolvable,0
2891,solved,0.03
2892,solved,0.06
2893,unsolvable,0.18
2894,unsolvable,0.11
2895,solved,0.03
2896,solved,0.11
2897,solved,0
2898,solved,0.09
2899,solved,0.05
2900,solved,2.65
2901,solved,0.38
2902,unsolvable,0
2903,solved,0
2904,solved,0.01
2905,solved,0
2906,solved,0
2907,solved,0
2908,solved,0
2909,solved,0
2910,unsolvable,84.78
2911,solved,0
2912,solved,0
2913,unsolvable,0
2914,solved,0
2915,solved,0.03
2916,solved,0.1
2917,solved,0
2918,solved,0
2919,unsolvable,0
2920,solved,13.57
2921,unsolvable,0.06
2922,solved,16.08
2923,solved,0.72
2924,solved,0.01
2925,solved,209.01
2926,unsolvable,0.03
2927,solved,0.08
2928,solved,1.24
2929,solved,0.03
2930,solved,0.03
2931,solved,0.26
2932,solved,0
2933,unsolvable,4292.6
2934,solved,0
2935,solved,0
2936,solved,0
2937,solved,0.06
2938,unsolvable,50.26
2939,solved,0
2940,unsolvable,0.23
2941,solved,0
2942,solved,1.11
2943,unsolvable,0.02
2944,solved,0
2945,solved,0.09
2946,solved,0
2947,solved,0
2948,solved,0
2949,solved,1.77
2950,solved,0.09
2951,solved,0
2952,solved,0
2953,solved,0
2954,solved,0.11
2955,solved,0
2956,solved,0
2957,solved,0
2958,solved,0
2959,solved,61.24
2960,solved,0.17
2961,solved,2.15
2962,solved,0
2963,solved,0
2964,solved,0
2965,solved,0.49
2966,solved,0
2967,solved,0
2968,solved,0.31
2969,solved,0.01
2970,solved,1.7
2971,solved,0.79
2972,unsolvable,0
2973,solved,0
2974,unsolvable,0
2975,solved,0
2976,solved,1.85
2977,solved,0
2978,solved,0.7
2979,unsolvable,0
2980,solved,0
2981,solved,0.9
2982,unsolvable,1.31
2983,unsolvable,0
2984,unsolvable,0
2985,solved,0
2986,solved,0
2987,solved,0
2988,solved,0
2989,unsolvable,3.12
2990,unsolvable,0
2991,unsolvable,0
2992,solved,0
2993,solved,0.29
