seed,result,time(seconds)
4450,solved,0
4451,solved,0
4452,solved,0
4453,solved,37.11
4454,solved,0
4455,unsolvable,283.85
4456,solved,7.54
4457,solved,0
4458,solved,0
4459,solved,0
4460,solved,0
4461,solved,0
4462,solved,0.24
4463,solved,0
4464,solved,0
4465,solved,0
4466,solved,7.75
4467,solved,0.73
4468,solved,0.02
4469,solved,0
4470,solved,0
4471,solved,0
4472,solved,0
4473,solved,0
4474,solved,0
4475,unsolvable,0
4476,solved,0.03
4477,solved,0
4478,solved,0
4479,solved,0
4480,solved,0.02
4481,solved,0.01
4482,solved,3.27
4483,unsolvable,102.5
4484,unsolvable,0
4485,solved,12.55
4486,solved,0
4487,solved,0
4488,solved,0.07
4489,solved,0
4490,solved,0.14
4491,solved,0.61
4492,solved,0
4493,solved,2.81
4494,solved,0
4495,solved,0.1
4496,solved,0
4497,unsolvable,72.54
4498,solved,0
4499,solved,43.11
4500,solved,0
4501,solved,0.39
4502,solved,0
4503,solved,0
4504,solved,0.04
4505,solved,0.01
4506,unsolvable,0
4507,solved,0
4508,unsolvable,0.11
4509,solved,0.05
4510,unsolvable,549.89
4511,solved,0.01
4512,solved,0
4513,solved,0
4514,solved,0
4515,solved,0
4516,solved,0
4517,solved,0.34
4518,solved,0.02
4519,solved,0
4520,solved,5.54
4521,unsolvable,31.99
4522,unsolvable,0
4523,unsolvable,8.51
4524,solved,0.04
4525,solved,0
4526,solved,0.3
4527,solved,0.18
4528,unsolvable,0.03
4529,solved,3.56
4530,solved,0
4531,solved,0.15
4532,solved,0
4533,solved,1.99
4534,solved,0
4535,solved,0.14
4536,solved,0.02
4537,solved,0.05
4538,solved,5.64
4539,solved,0.1
4540,unsolvable,0
4541,solved,20.82
4542,solved,0.08
4543,solved,0.07
4544,solved,2.33
4545,solved,0
4546,solved,0.08
4547,solved,0.02
4548,solved,2.88
4549,solved,0.42
4550,solved,0
4551,solved,0
4552,solved,0
4553,solved,0.02
4554,solved,0
4555,solved,0.33
4556,solved,0.04
4557,solved,0
4558,solved,0
4559,solved,0
4560,solved,0.27
4561,solved,4.75
4562,solved,0
4563,unsolvable,1523.7
4564,solved,0
4565,solved,6.3
4566,solved,618.95
4567,solved,0
4568,solved,0
4569,solved,0
4570,solved,0
4571,solved,0
4572,unsolvable,151.79
4573,solved,0
4574,unsolvable,0
4575,solved,7.1
4576,solved,0.94
4577,unsolvable,6.59
4578,solved,0.07
4579,solved,0.02
4580,solved,0
4581,solved,0.14
4582,solved,0
4583,solved,0.15
4584,solved,0
4585,solved,0
4586,solved,0.97
4587,solved,0
4588,solved,0.01
4589,solved,0.02
4590,solved,0.12
4591,solved,0.79
4592,solved,0.07
4593,solved,0
4594,unsolvable,271.35
4595,solved,0
4596,solved,0.01
4597,solved,0
4598,unsolvable,1.01
4599,solved,0.01
4600,solved,1.15
4601,solved,0
4602,solved,0.19
4603,solved,0
4604,solved,0
4605,solved,0.08
4606,solved,0
4607,solved,1.25
4608,solved,0
4609,solved,0.78
4610,solved,0
4611,solved,0.04
4612,solved,0
4613,solved,0
4614,solved,0.01
4615,solved,0
4616,solved,0
4617,solved,0.26
4618,solved,0.21
4619,solved,0.01
4620,solved,0
4621,solved,0
4622,solved,0
4623,solved,0
4624,solved,0.09
4625,unsolvable,104.17
4626,solved,0.04
4627,unsolvable,0
4628,solved,0.13
4629,solved,0.07
4630,unsolvable,60.2
4631,solved,0.01
4632,unsolvable,17.5
4633,solved,0.38
4634,solved,0.03
4635,unsolvable,0.46
4636,unsolvable,0.03
4637,solved,0.11
4638,solved,0.43
4639,solved,0.61
4640,unsolvable,3.71
4641,unsolvable,0
4642,solved,0.07
4643,unsolvable,6.81
4644,solved,0.08
4645,solved,0.01
4646,solved,1.52
4647,solved,0
4648,solved,0
4649,solved,0.01
4650,solved,0.32
4651,unsolvable,1.09
4652,solved,0.03
4653,solved,0.02
4654,solved,0.05
4655,solved,0
4656,solved,0.13
4657,solved,0.09
4658,solved,0
4659,solved,0.68
4660,solved,0
4661,solved,0
4662,solved,0
4663,solved,0
4664,solved,5.64
4665,solved,0
4666,solved,0
4667,solved,0
4668,unsolvable,0.01
4669,solved,0.04
4670,solved,0
4671,solved,2.39
4672,solved,1.62
4673,solved,2.7
4674,solved,0.04
4675,unsolvable,1.99
4676,solved,0.02
4677,solved,3.12
4678,solved,0
4679,solved,3.52
4680,solved,0
4681,unsolvable,0.35
4682,solved,0.23
4683,solved,0.02
4684,solved,0
4685,unsolvable,248.62
4686,solved,0
4687,solved,0
4688,unsolvable,0.08
4689,solved,0
4690,unsolvable,0.02
4691,solved,1.49
4692,solved,0
4693,unsolvable,7.95
4694,solved,0.04
4695,solved,0
4696,solved,0.1
4697,solved,0.02
4698,unsolvable,0
4699,solved,0
4700,solved,1.77
4701,unsolvable,0
4702,solved,0
4703,unsolvable,0
4704,unsolvable,0.77
4705,solved,0.01
4706,solved,0
4707,solved,0
4708,solved,0.32
4709,solved,0
4710,solved,0
4711,solved,0.27
4712,solved,0.01
4713,solved,0
4714,solved,0.02
4715,solved,0
4716,solved,1.49
4717,solved,0.03
4718,solved,0.08
4719,solved,0
4720,solved,0
4721,solved,210.43
4722,solved,3.49
4723,solved,0
4724,solved,0.67
4725,solved,0
4726,solved,0.25
4727,solved,0.02
4728,solved,0
4729,unsolvable,0
4730,solved,0
4731,solved,0.01
4732,solved,0.01
4733,solved,0
4734,solved,0.03
4735,solved,0
4736,solved,0.41
4737,solved,1.47
4738,unsolvable,0
4739,unsolvable,659.34
4740,solved,0.67
4741,solved,0.02
4742,solved,0
4743,solved,0.02
4744,solved,0
4745,solved,0
4746,solved,0.02
4747,solved,0
4748,solved,1.49
4749,solved,0.39
4750,solved,0.49
4751,solved,0.01
4752,unsolvable,0.05
4753,solved,0
4754,solved,0
4755,solved,0
4756,solved,84.67
4757,solved,0
4758,solved,0
4759,solved,0.02
4760,solved,0.01
4761,solved,0.06
4762,unsolvable,0
4763,solved,0
4764,solved,0
4765,solved,0.11
4766,solved,0
4767,unsolvable,1.06
4768,solved,0.2
4769,unsolvable,90.34
4770,solved,0
4771,unsolvable,962.58
4772,solved,0
4773,unsolvable,246.07
4774,unsolvable,0.83
4775,unsolvable,16.11
4776,solved,0.09
4777,unsolvable,0.21
4778,solved,0.05
4779,solved,0.01
4780,solved,0
4781,solved,0.77
4782,solved,0
4783,solved,0.52
4784,solved,0
4785,solved,0.96
4786,unsolvable,143.12
4787,unsolvable,0.11
4788,solved,10.5
4789,solved,0
4790,solved,0
4791,solved,0.02
4792,solved,0
4793,unsolvable,400.13
4794,solved,0
4795,unsolvable,0.08
4796,solved,0
4797,unsolvable,0.42
4798,solved,0.68
4799,solved,0.05
4800,solved,0
4801,solved,0
4802,solved,0.74
4803,unsolvable,77.35
4804,unsolvable,1.28
4805,solved,0
4806,solved,23.02
4807,unsolvable,0
4808,solved,0.09
4809,solved,0
4810,solved,0.38
4811,solved,0
4812,solved,0.04
4813,solved,34.44
4814,solved,0
4815,solved,2.83
4816,unsolvable,2.19
4817,unsolvable,8.73
4818,solved,0
4819,solved,0
4820,unsolvable,4.74
4821,unsolvable,10.39
4822,solved,0
4823,solved,0
4824,unsolvable,647.03
4825,unsolvable,0
4826,solved,0.02
4827,solved,0
4828,solved,0.17
4829,unsolvable,21.68
4830,solved,0
4831,solved,0
4832,solved,0.11
4833,solved,0
4834,solved,0
4835,solved,0.01
4836,solved,0.01
4837,solved,0
4838,solved,0
4839,solved,0.06
4840,unsolvable,7.04
4841,solved,0
4842,solved,15.23
4843,solved,0
4844,solved,0.03
4845,solved,89.83
4846,solved,0
4847,solved,0.45
4848,solved,0.03
4849,solved,0.56
4850,unsolvable,0.32
4851,unsolvable,87.88
4852,solved,0
4853,solved,0.36
4854,unsolvable,0
4855,solved,0
4856,solved,0.06
4857,solved,0.01
4858,solved,0
4859,unsolvable,0
4860,solved,3.42
4861,solved,1.11
4862,solved,1.29
4863,unsolvable,0.31
4864,unsolvable,0.88
4865,solved,0
4866,solved,0
4867,unsolvable,0.02
4868,solved,0.63
4869,unsolvable,0.05
4870,solved,0.74
4871,solved,0.03
4872,solved,0
4873,solved,0.06
4874,solved,0
4875,solved,0.03
4876,solved,0
4877,solved,0
4878,solved,0
4879,solved,0
4880,unsolvable,176.59
4881,solved,0
4882,unsolvable,0.29
4883,solved,0
4884,solved,24.39
4885,solved,0
4886,solved,0
4887,solved,0
4888,solved,0
4889,solved,0
4890,solved,4.8
4891,solved,0
4892,unsolvable,0
4893,solved,12.41
4894,unsolvable,0
4895,unsolvable,0.18
4896,solved,0.18
4897,solved,0.17
4898,solved,0.16
4899,unsolvable,583.25
4900,unsolvable,0.06
4901,solved,0
4902,solved,0
4903,solved,0.02
4904,solved,0.01
4905,solved,0.07
4906,solved,0
4907,solved,189.19
4908,solved,2.32
4909,unsolvable,217.93
4910,solved,0
4911,solved,0.03
4912,unsolvable,4.29
4913,solved,0
4914,solved,0.05
4915,solved,0
4916,unsolvable,0
4917,solved,0
4918,solved,22.98
4919,unsolvable,0
4920,solved,0
4921,unsolvable,4.98
4922,solved,0
4923,unsolvable,0.34
4924,solved,0
4925,solved,0
4926,solved,0.23
4927,solved,0
4928,solved,0.01
4929,solved,0
4930,solved,0.01
4931,unsolvable,23.68
4932,solved,0
4933,solved,0.03
4934,unsolvable,2
4935,solved,0.72
4936,solved,0
4937,solved,0
4938,solved,0
4939,unsolvable,144.98
4940,solved,0.01
4941,solved,0
4942,unsolvable,0
4943,solved,0.05
4944,unsolvable,0.58
4945,solved,0
4946,solved,0.02
4947,unsolvable,283.61
4948,solved,0
4949,solved,0.1
4950,solved,1.02
4951,solved,0
4952,solved,0.1
4953,solved,0
4954,solved,0.02
4955,solved,1.05
4956,unsolvable,1.78
4957,solved,1.22
4958,solved,0
4959,solved,0.93
4960,unsolvable,0
4961,solved,0
4962,solved,0.03
4963,solved,0.13
4964,solved,0.01
4965,solved,0
4966,solved,0
4967,unsolvable,11.46
4968,solved,0
4969,solved,0
4970,solved,0
4971,unsolvable,9.1
4972,solved,0.01
4973,solved,0
4974,solved,0
4975,solved,0
4976,unsolvable,2018.03
4977,solved,82.69
4978,solved,0
4979,solved,0.45
4980,solved,0
4981,solved,0
4982,solved,0.01
4983,unsolvable,0
4984,solved,0
4985,solved,0
4986,unsolvable,4.22
4987,solved,0
4988,unsolvable,0
4989,solved,224.34
4990,solved,199.22
4991,solved,0
4992,unsolvable,0.02
4993,solved,0
4994,solved,0
4995,solved,0.24
4996,solved,0
4997,unsolvable,290.95
4998,unsolvable,0
4999,solved,0
5000,unsolvable,1.04
5001,solved,0
5002,solved,0.07
5003,unsolvable,5.72
5004,unsolvable,200.74
5005,solved,0
5006,solved,0
5007,unsolvable,0
5008,solved,0.15
5009,unsolvable,0
5010,solved,0.01
5011,solved,0
5012,unsolvable,0.57
5013,solved,0
5014,solved,0.03
5015,solved,0.01
5016,solved,0
5017,solved,0
5018,solved,0
5019,solved,74.73
5020,solved,0
5021,unsolvable,0
5022,solved,0
5023,solved,0
5024,unsolvable,2.66
5025,solved,0.24
5026,solved,0
5027,solved,0.98
5028,solved,0
5029,solved,0
5030,unsolvable,11.79
5031,solved,0.33
5032,unsolvable,0
5033,solved,0
5034,solved,0.38
5035,solved,0
5036,solved,0.03
5037,solved,0
5038,solved,0.01
5039,solved,0
5040,solved,0.02
5041,solved,0.16
5042,unsolvable,0
5043,solved,0.01
5044,unsolvable,0.37
5045,solved,0
5046,unsolvable,74.04
5047,solved,0
5048,solved,5.65
5049,solved,4.51
5050,solved,0.56
5051,solved,1.23
5052,unsolvable,0.05
5053,solved,0.01
5054,solved,0.08
5055,solved,0.04
5056,unsolvable,1.21
5057,solved,0.01
5058,solved,384.69
5059,solved,192.62
5060,solved,0
5061,solved,0
5062,unsolvable,0.06
5063,solved,0.01
5064,unsolvable,0.06
5065,solved,0
5066,solved,0
5067,solved,0.02
5068,solved,0.01
5069,solved,0
5070,solved,0
5071,solved,0
5072,solved,0
5073,solved,2.84
5074,solved,0
5075,solved,0
5076,solved,0
5077,solved,0
5078,solved,0
5079,solved,0
5080,unsolvable,23.51
5081,solved,0
5082,solved,0.01
5083,solved,0
5084,solved,0
5085,unsolvable,114.84
5086,solved,0
5087,solved,0
5088,solved,0
5089,solved,0.01
5090,solved,0
5091,solved,0
5092,solved,0.12
5093,solved,0
5094,solved,0
5095,solved,0.05
5096,solved,0
5097,unsolvable,0.18
5098,solved,0
5099,solved,0
5100,solved,0.04
5101,unsolvable,36.26
5102,solved,0.09
5103,solved,0
5104,solved,0.02
5105,solved,0
5106,solved,0.01
5107,unsolvable,0.05
5108,solved,0
5109,solved,0
5110,unsolvable,0.01
5111,solved,0.01
5112,solved,0.18
5113,solved,0
5114,solved,0
5115,solved,0
5116,solved,0
5117,solved,0.01
5118,unsolvable,0.11
5119,unsolvable,0.07
5120,solved,0
5121,solved,0.04
5122,solved,1.68
5123,solved,2.58
5124,solved,0
5125,solved,0.02
5126,solved,0.18
5127,solved,0
5128,solved,0
5129,solved,0
5130,solved,0.02
5131,unsolvable,0.02
5132,solved,0
5133,solved,0
5134,solved,0
5135,solved,0.03
5136,solved,0
5137,solved,0.08
5138,solved,0
5139,solved,0.01
5140,unsolvable,0
5141,unsolvable,0
5142,solved,109.09
5143,solved,0.93
5144,solved,0.66
5145,solved,0.02
5146,solved,0.52
5147,solved,0
5148,solved,0
5149,solved,0.03
5150,solved,0
5151,solved,1.09
5152,solved,0
5153,solved,0.01
5154,unsolvable,0.01
5155,solved,0
5156,solved,0
5157,solved,0.02
5158,solved,0.61
5159,solved,0
5160,solved,0.02
5161,solved,0
5162,solved,0.05
5163,unsolvable,0
5164,solved,0.02
5165,solved,0
5166,solved,0
5167,solved,0.02
5168,solved,0
5169,unsolvable,0.06
5170,unsolvable,0
5171,solved,0
5172,unsolvable,1.61
5173,solved,0.09
5174,solved,0
5175,solved,0.03
5176,solved,0
5177,solved,0.1
5178,solved,0
5179,solved,0.71
5180,unsolvable,1.94
5181,solved,0.09
5182,unsolvable,2.02
5183,solved,0.43
5184,unsolvable,0.02
5185,solved,0
5186,solved,4.22
5187,solved,0.01
5188,solved,0
5189,solved,0
5190,solved,0
5191,solved,0
5192,unsolvable,0.62
5193,solved,0
5194,solved,0
5195,solved,0.01
5196,solved,0.02
5197,unsolvable,0
5198,solved,0.15
5199,solved,0.14
5200,solved,0
5201,solved,0
5202,solved,0
5203,unsolvable,0.4
5204,solved,0
5205,solved,0.01
5206,solved,0
5207,solved,5.4
5208,solved,0
5209,solved,0.29
5210,solved,0
5211,unsolvable,75.2
5212,unsolvable,0.04
5213,solved,0
5214,unsolvable,464.18
5215,solved,0
5216,unsolvable,0.03
5217,solved,0
5218,unsolvable,0.17
5219,solved,0
5220,unsolvable,0.2
5221,solved,0
5222,unsolvable,76.54
5223,solved,0
5224,unsolvable,0
5225,solved,9.99
5226,solved,0.01
5227,unsolvable,7.99
5228,solved,0
5229,solved,0
5230,solved,0.02
5231,unsolvable,639.51
5232,solved,0
5233,solved,0
5234,solved,0.04
5235,solved,0
5236,solved,0
5237,solved,0.01
5238,solved,0
5239,solved,0.29
5240,solved,0
5241,solved,0.49
5242,solved,0
5243,unsolvable,0
5244,solved,0
5245,solved,0.06
5246,solved,0.36
5247,unsolvable,6848.43
5248,solved,6.06
5249,solved,0
5250,solved,0.03
5251,solved,17.68
5252,solved,0
5253,solved,0
5254,solved,0.01
5255,solved,0
5256,solved,0
5257,unsolvable,12120.6
5258,unsolvable,14.6
5259,unsolvable,140.93
5260,unsolvable,0.02
5261,solved,7.13
5262,solved,0
5263,solved,0
5264,solved,0
5265,solved,0
5266,solved,0.52
5267,unsolvable,1.24
5268,solved,0
5269,solved,679.32
5270,solved,0
5271,unsolvable,0.05
5272,unsolvable,0.04
5273,solved,0.81
5274,solved,0.21
5275,solved,0.08
5276,solved,0.11
5277,solved,0.45
5278,solved,15.91
5279,solved,0.05
5280,solved,0
5281,solved,0
5282,solved,0
5283,solved,0
5284,unsolvable,67.89
5285,unsolvable,0.03
5286,solved,0.01
5287,solved,0
5288,solved,0.18
5289,solved,0.05
5290,solved,0
5291,unsolvable,0.77
5292,unsolvable,12.65
5293,unsolvable,25.16
5294,solved,0.09
5295,unsolvable,0.88
5296,unsolvable,0.01
5297,solved,0
5298,solved,0.01
5299,solved,0
5300,solved,0
5301,solved,0
5302,solved,0
5303,solved,0
5304,solved,0.04
5305,solved,1.58
5306,solved,0
5307,solved,0
5308,solved,0.01
5309,solved,0.02
5310,unsolvable,0.27
5311,solved,0
5312,solved,0.02
5313,solved,0.01
5314,solved,0.02
5315,solved,0.16
5316,unsolvable,72.81
5317,unsolvable,188.95
5318,solved,0.16
5319,solved,0.02
5320,solved,0
5321,unsolvable,0.09
5322,solved,1.08
5323,solved,0
5324,solved,0
5325,solved,12.93
5326,solved,0
5327,solved,0.05
5328,solved,0
5329,solved,0
5330,unsolvable,0.06
5331,solved,0
5332,solved,0.01
5333,solved,0
5334,solved,0
5335,solved,0
5336,solved,0.05
5337,solved,0
5338,solved,0
5339,solved,0
5340,solved,0
5341,solved,0
5342,solved,0.06
5343,solved,0.04
5344,solved,0.03
5345,solved,0
5346,solved,0
5347,solved,0
5348,solved,0.02
5349,solved,0
5350,solved,0
5351,solved,0
5352,solved,0
5353,unsolvable,1.87
5354,solved,0
5355,solved,9.65
5356,unsolvable,0
5357,solved,0
5358,solved,0.11
5359,unsolvable,13.4
5360,solved,0
5361,unsolvable,1.82
5362,solved,0
5363,solved,0
5364,solved,0
5365,solved,0.04
5366,solved,0
5367,solved,0
5368,solved,0.32
5369,solved,0.01
5370,unsolvable,41.34
5371,solved,1
5372,solved,1.71
5373,solved,0
5374,solved,6.58
5375,solved,11.45
5376,solved,0
5377,solved,0.4
5378,unsolvable,12.74
5379,unsolvable,0
5380,unsolvable,0
5381,solved,26.78
5382,solved,0
5383,solved,0.05
5384,solved,0
5385,unsolvable,0
5386,solved,0
5387,solved,0
5388,solved,193.62
5389,solved,0.03
5390,unsolvable,14.86
5391,solved,0
5392,solved,0.04
5393,unsolvable,0
5394,unsolvable,2.95
5395,solved,0
5396,solved,0.79
5397,solved,0
5398,unsolvable,3.92
5399,solved,0
5400,solved,0
5401,solved,0
5402,unsolvable,2.68
5403,solved,0.02
5404,solved,6.58
5405,solved,0.17
5406,unsolvable,1058.07
5407,solved,0.32
5408,solved,3.73
5409,solved,0.02
5410,solved,0.02
5411,solved,0
5412,unsolvable,0
5413,solved,0
5414,solved,0
5415,unsolvable,111.24
5416,solved,0
5417,solved,0
5418,solved,0.01
5419,solved,0
5420,solved,0
5421,solved,2.29
5422,solved,0.48
5423,solved,0
5424,solved,0
5425,unsolvable,15.07
5426,unsolvable,16.89
5427,solved,0
5428,solved,0
5429,solved,0.04
5430,solved,3.3
5431,solved,0
5432,solved,0
5433,solved,7.6
5434,solved,0.02
5435,unsolvable,0.09
5436,solved,0.01
5437,solved,0
5438,solved,0.45
5439,solved,0
5440,unsolvable,0
5441,solved,0.12
5442,unsolvable,485.72
5443,solved,0
5444,solved,0
5445,solved,0
5446,solved,0.01
5447,solved,0
5448,solved,0.14
5449,solved,0
5450,unsolvable,0
5451,solved,0
5452,solved,0
5453,solved,0.02
5454,solved,0
5455,solved,0.02
5456,solved,0.06
5457,solved,1.06
5458,solved,0.36
5459,solved,0
5460,solved,73.3
5461,solved,0
5462,unsolvable,0.09
5463,unsolvable,294.37
5464,solved,0
5465,unsolvable,0.42
5466,solved,0
5467,unsolvable,16.32
5468,solved,0.19
5469,solved,0.94
5470,solved,0
5471,solved,0.01
5472,solved,0
5473,solved,0.01
5474,solved,3.33
5475,solved,0.07
5476,solved,0
5477,solved,0
5478,unsolvable,125.09
5479,solved,0
5480,solved,0
5481,unsolvable,11.36
5482,solved,0.02
5483,solved,0
5484,solved,0.06
5485,solved,4.05
5486,unsolvable,0.21
5487,unsolvable,48.25
5488,unsolvable,8.18
5489,solved,0.52
5490,solved,0
5491,solved,0.02
5492,solved,0
5493,solved,0.05
5494,solved,0.19
5495,solved,0
5496,solved,24.04
5497,solved,0.22
5498,solved,0.07
5499,solved,0
5500,solved,0
5501,solved,0
5502,solved,0.05
5503,solved,0.02
5504,unsolvable,258.94
5505,solved,0
5506,solved,0.01
5507,solved,0
5508,unsolvable,0
5509,solved,1.29
5510,solved,0.09
5511,solved,0
5512,solved,0.01
5513,solved,0.23
5514,solved,0
5515,unsolvable,0.02
5516,solved,0.01
5517,solved,0
5518,unsolvable,0
5519,solved,0.28
5520,solved,0.01
5521,solved,0
5522,unsolvable,0
5523,solved,0
5524,solved,0
5525,solved,0.01
5526,solved,0.02
5527,solved,0.01
5528,solved,384.42
5529,solved,0
5530,solved,0
5531,solved,1.91
5532,solved,0
5533,solved,0
5534,unsolvable,0.21
5535,solved,1.99
5536,solved,0
5537,solved,0.02
5538,solved,0
5539,solved,0.1
5540,solved,0
5541,solved,0.41
5542,solved,0.08
5543,solved,1.65
5544,solved,0.05
5545,solved,0.07
5546,solved,0.01
5547,solved,0.12
5548,solved,0
5549,solved,0
5550,solved,0
5551,solved,0
5552,solved,0
5553,solved,0
5554,solved,0
5555,solved,0
5556,solved,0.02
5557,solved,0
5558,solved,0
5559,solved,0
5560,solved,0.2
5561,solved,0.01
5562,solved,0.09
5563,solved,0
5564,solved,0
5565,solved,0.01
5566,solved,0.55
5567,solved,0
5568,unsolvable,4.05
5569,solved,2.7
5570,solved,0.29
5571,solved,0
5572,solved,64.65
5573,solved,0.01
5574,unsolvable,0
5575,solved,0
5576,solved,0.02
5577,solved,0.01
5578,solved,0
5579,solved,5.8
5580,solved,2.16
5581,unsolvable,1.43
5582,solved,0.01
5583,solved,0
5584,solved,0.05
5585,solved,0
5586,solved,0
5587,unsolvable,181.82
5588,solved,0
5589,solved,0
5590,solved,0.02
5591,solved,0.02
5592,solved,0.01
5593,solved,0
5594,unsolvable,1575.76
5595,solved,0.01
5596,solved,0
5597,solved,0
5598,solved,19.55
5599,solved,0
5600,solved,0
5601,solved,0
5602,solved,0
5603,solved,47.25
5604,solved,0
5605,solved,0.44
5606,solved,4.23
5607,solved,0
5608,solved,1.95
5609,solved,0.47
5610,solved,0
5611,solved,0
5612,solved,0.32
5613,solved,4.94
5614,solved,0
5615,solved,0
5616,solved,0
5617,solved,0.01
5618,unsolvable,0.12
5619,solved,1.84
5620,solved,0
5621,solved,0
5622,solved,0
5623,solved,1.55
5624,solved,0.02
5625,solved,0
5626,solved,0
5627,solved,1.28
5628,solved,0.12
5629,solved,0.01
5630,unsolvable,91.15
5631,unsolvable,0.97
5632,solved,0.15
5633,solved,0.23
5634,unsolvable,0.01
5635,solved,0
5636,solved,2.69
5637,solved,0
5638,solved,0
5639,unsolvable,8273.58
5640,solved,3.4
5641,solved,0.02
5642,unsolvable,12.99
5643,solved,0
5644,unsolvable,0.38
5645,solved,2.08
5646,solved,0
5647,unsolvable,0
5648,solved,0.01
5649,solved,0
5650,solved,0
5651,solved,0.38
5652,solved,0.01
5653,solved,0
5654,solved,0.01
5655,solved,0.02
5656,unsolvable,0.04
5657,unsolvable,0
5658,solved,0.01
5659,solved,0.1
5660,solved,0.4
5661,solved,0.05
5662,solved,5.17
5663,solved,0
5664,solved,0.06
5665,solved,0
5666,solved,0.05
5667,unsolvable,214.93
5668,solved,0
5669,solved,0.09
5670,solved,0
5671,solved,0
5672,solved,0.02
5673,solved,0.23
5674,solved,0.01
5675,solved,0.01
5676,solved,0
5677,solved,0.03
5678,unsolvable,15.8
5679,unsolvable,2.62
5680,solved,0
5681,solved,0.03
5682,solved,18
5683,solved,0
5684,solved,0
5685,solved,0
5686,solved,0
5687,solved,0.01
5688,solved,0.29
5689,solved,0
5690,solved,0.03
5691,solved,0.05
5692,solved,0
5693,solved,0.02
5694,solved,0
5695,solved,0
5696,solved,0
5697,solved,1.33
5698,solved,0.03
5699,solved,0
5700,unknown,46157.69
5701,unsolvable,0.07
5702,solved,2.23
5703,solved,0.07
5704,solved,0.15
5705,solved,0.56
5706,solved,0
5707,solved,0
5708,unsolvable,593.75
5709,solved,0.74
5710,solved,0
5711,solved,0
5712,unsolvable,17.26
5713,solved,19.69
5714,solved,0
5715,solved,0
5716,solved,0
5717,unsolvable,0
5718,solved,0
5719,unsolvable,1.71
5720,unsolvable,0
5721,solved,0
5722,solved,0
5723,solved,0
5724,solved,0.17
5725,solved,0
5726,solved,0
5727,unsolvable,0.88
5728,solved,0.02
5729,solved,0
5730,solved,0.64
5731,unsolvable,0.02
5732,solved,0
5733,solved,0
5734,unsolvable,0.04
5735,solved,0
5736,solved,0.24
5737,unsolvable,0
5738,unsolvable,0
5739,solved,0
5740,solved,0.01
5741,unsolvable,1292.9
5742,solved,0.02
5743,solved,0.09
5744,unsolvable,0
5745,solved,4.81
5746,unsolvable,42.39
5747,solved,0
5748,solved,0.05
5749,solved,5.8
5750,solved,0
5751,unsolvable,47.22
5752,solved,0.05
5753,solved,0.01
5754,solved,0
5755,solved,0
5756,solved,0.02
5757,solved,0
5758,solved,0
5759,solved,0
5760,solved,0.08
5761,solved,0
5762,solved,0
5763,unsolvable,0
5764,solved,0
5765,unsolvable,11.94
5766,solved,0
5767,solved,0.02
5768,solved,1.23
5769,solved,0.02
5770,solved,0
5771,solved,0
5772,solved,0.18
5773,solved,0
5774,unsolvable,3.47
5775,solved,0
5776,unsolvable,1.75
5777,solved,0
5778,solved,0.14
5779,solved,0
5780,solved,0
5781,solved,0.01
5782,solved,0
5783,solved,0
5784,solved,1.08
5785,unsolvable,35.49
5786,solved,0
5787,unsolvable,0.13
5788,solved,0.44
5789,solved,7.98
5790,solved,0
5791,solved,0
5792,solved,0.68
5793,solved,1.48
5794,solved,0
5795,unsolvable,1187.05
5796,solved,0.05
5797,solved,0
5798,solved,0
5799,solved,12.56
5800,solved,0
5801,solved,0.14
5802,solved,0.01
5803,solved,0.08
5804,solved,0
5805,solved,0.01
5806,solved,0
5807,solved,0
5808,solved,0
5809,solved,0.04
5810,unsolvable,0.06
5811,unsolvable,11.11
5812,solved,67.21
5813,solved,0.21
5814,unsolvable,15273.62
5815,solved,0.04
5816,solved,0
5817,unsolvable,0
5818,solved,0
5819,solved,7.71
5820,solved,0.14
5821,solved,0.02
5822,solved,0
5823,solved,1.44
5824,solved,0
5825,solved,1.23
5826,solved,0
5827,solved,0
5828,solved,0
5829,unsolvable,0.18
5830,solved,0
5831,solved,0
5832,solved,0
5833,unsolvable,7.14
5834,solved,0
5835,solved,0.15
5836,unsolvable,1.85
5837,solved,0.03
5838,solved,0
5839,solved,0
5840,solved,0
5841,solved,0
5842,solved,0
5843,solved,0.05
5844,unsolvable,107.79
5845,solved,0
5846,solved,0.01
5847,solved,0.08
5848,solved,0.04
5849,solved,0.01
5850,solved,6.2
5851,solved,0
5852,solved,0.79
5853,solved,0
5854,solved,0.07
5855,solved,0
5856,solved,0
5857,solved,0.13
5858,solved,0
5859,solved,0.43
5860,solved,0.13
5861,solved,0
5862,unsolvable,0.21
5863,solved,0
5864,solved,0.05
5865,solved,0
5866,solved,0
5867,solved,0
5868,solved,0.23
5869,solved,0.27
5870,unsolvable,2.65
5871,solved,0
5872,solved,4.55
5873,solved,0
5874,unsolvable,2.3
5875,solved,102.34
5876,solved,0
5877,solved,3.93
5878,solved,0
5879,unsolvable,0
5880,solved,0.85
5881,unsolvable,0.01
5882,solved,35.08
5883,unsolvable,0.41
5884,solved,0.59
5885,solved,0.01
5886,solved,2.09
5887,solved,0
5888,solved,0.01
5889,solved,0
5890,solved,0
5891,solved,0.07
5892,solved,0
5893,solved,0
5894,solved,0
5895,solved,0.02
5896,solved,0
5897,unsolvable,0.05
5898,solved,0
5899,solved,1.06
5900,solved,0.24
