163, solved, 830, 602588, 313820, 602503, 238348, 0, 75472, 98317, 85, 85, , , , , , , , , , , , solved, 0.88, 0.86, 0.01, 26152
188, solved, 126, 48333, 20874, 48245, 7456, 0, 13418, 24593, 88, 88, , , , , , , , , , , , solved, 0.13, 0.13, 0.00, 5780
193, solved, 7, 3703, 1269, 3613, 536, 0, 733, 769, 90, 90, , , , , , , , , , , , solved, 0.01, 0.00, 0.00, 1384
192, solved, 80, 32471, 11795, 32374, 1816, 0, 9979, 12289, 97, 97, , , , , , , , , , , , solved, 0.08, 0.08, 0.00, 4316
196, solved, 0, 149, 81, 70, 37, 0, 44, 53, 79, 79, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1176
197, solved, 0, 178, 98, 85, 48, 0, 50, 53, 93, 93, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1180
198, solved, 8, 3476, 1096, 3394, 283, 0, 813, 1543, 82, 82, , , , , , , , , , , , solved, 0.01, 0.00, 0.00, 1416
195, unsolvable, 69, 29891, 14930, 29890, 6789, 0, 8141, 12289, 28, 0, unsolvable, 86, 37950, 18410, 37949, 7882, 0, 10528, 12289, 28, 0, unsolvable, 0.16, 0.16, 0.00, 5940
164, solved, 1066, 590670, 204512, 590583, 112572, 0, 91940, 98317, 87, 87, , , , , , , , , , , , solved, 1.13, 1.11, 0.01, 31168
202, solved, 12, 5376, 2999, 5285, 1527, 0, 1472, 1543, 91, 91, , , , , , , , , , , , solved, 0.01, 0.01, 0.00, 1628
194, solved, 407, 188099, 51660, 188003, 12843, 0, 38817, 49157, 96, 96, , , , , , , , , , , , solved, 0.43, 0.41, 0.01, 14012
204, solved, 0, 302, 170, 212, 50, 0, 120, 193, 90, 90, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1204
203, solved, 195, 91191, 29138, 91095, 9300, 0, 19838, 24593, 96, 96, , , , , , , , , , , , solved, 0.20, 0.20, 0.00, 7624
205, solved, 1, 341, 232, 252, 56, 0, 176, 193, 89, 89, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1220
200, solved, 431, 253935, 105271, 253856, 60182, 0, 45089, 49157, 79, 79, , , , , , , , , , , , solved, 0.46, 0.45, 0.00, 15860
48, solved, 4815, 2092604, 699375, 2092512, 277707, 0, 421668, 786433, 92, 92, , , , , , , , , , , , solved, 5.18, 5.08, 0.07, 149172
207, solved, 0, 96, 84, 13, 43, 0, 41, 53, 83, 83, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1180
208, solved, 2, 1143, 285, 1059, 35, 0, 250, 389, 84, 84, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1236
209, solved, 0, 234, 103, 142, 46, 0, 57, 97, 92, 92, , , , , , , , , , , , solved, 0.00, 0.00, 0.00, 1180
