seed,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars
1,0,0.00,472,0,0.636,0,0,0,0,104
10,0,0.10,183384,0,1.177,1,0,0,9545,40925
100,0,0.06,187891,0,1.214,1,0,0,7232,41758
1000,0,0.00,674,0,0.666,0,0,0,0,312
10000,0,0.06,172485,0,1.376,1,0,0,12189,39210
1001,0,0.00,573,0,0.633,0,0,0,0,208
1002,0,0.07,184712,0,1.169,1,0,0,12510,41050
1003,0,0.08,183532,0,1.19,1,0,0,21256,40883
1004,0,0.07,181932,0,1.066,1,0,0,18239,41019
1005,0,0.07,180625,0,1.126,1,0,0,6608,40882
1006,0,0.06,175765,0,1.166,1,0,0,8462,39898
1007,0,0.07,187431,0,0.993,1,0,0,15424,41613
1008,0,0.07,184571,0,1.027,1,0,0,10665,41150
1009,0,0.07,175508,0,1.06,1,0,0,16199,39879
101,0,0.09,173833,0,1.056,1,0,0,23947,39625
1010,0,0.06,180671,0,1.178,1,0,0,9805,40700
1011,0,0.07,187339,0,0.993,1,0,0,16078,41645
1012,0,0.07,181994,0,1.06,1,0,0,13986,41135
1013,0,0.06,179945,0,1.022,1,0,0,7435,40725
1014,0,0.07,184688,0,1.07,1,0,0,6495,41173
1015,0,0.07,182608,0,1.001,1,0,0,7908,40729
1016,0,0.10,184182,0,0.978,1,0,0,24313,41194
1017,0,0.08,186031,0,0.989,1,0,0,18476,41475
1018,0,0.06,177374,0,1.047,1,0,0,10177,40341
1019,0,0.09,172834,0,1.296,1,0,0,13583,39623
102,0,0.12,175525,0,1.044,1,0,0,10605,39384
1020,0,0.06,188454,0,0.948,1,0,0,6939,41764
1021,0,0.09,186053,0,1.286,1,0,0,19954,41475
1022,0,0.07,181425,0,0.946,1,0,0,14898,40597
1023,0,0.07,181442,0,1.085,1,0,0,15669,41011
1024,0,0.06,171476,0,1.021,1,0,0,7979,38595
1025,0,0.08,178350,0,0.974,1,0,0,10082,40280
1026,0,0.07,180304,0,1.227,1,0,0,6872,40390
1027,0,0.00,472,0,0.733,0,0,0,0,104
1028,0,0.08,188297,0,1.065,1,0,0,16508,41935
1029,0,0.13,187683,0,1.123,1,0,0,18201,41638
103,0,0.06,191170,0,1.011,1,0,0,8561,42358
1030,0,0.07,180872,0,1.171,1,0,0,9446,40796
1031,0,0.07,184932,0,1.093,1,0,0,6987,41301
1032,0,0.04,146366,0,1.157,0,0,0,1872,33767
1033,0,0.20,171846,0,1.167,1,0,0,58469,38808
1034,0,0.08,185500,0,0.983,1,0,0,18018,41257
1035,0,0.07,178444,0,1.152,1,0,0,10089,40743
1036,0,0.07,186247,0,1.0,1,0,0,8727,41516
1037,0,0.07,185046,0,1.075,1,0,0,9438,41264
1038,0,0.06,186468,0,1.065,1,0,0,5287,41595
1039,0,0.07,178008,0,1.133,1,0,0,9691,40480
104,0,0.09,181178,0,1.003,1,0,0,24789,41089
1040,0,0.06,176209,0,1.017,1,0,0,6637,39927
1041,0,0.11,175594,0,1.003,1,0,0,13350,39907
1042,0,0.08,181021,0,1.043,1,0,0,9934,40407
1043,0,0.09,182620,0,1.091,1,0,0,20358,40856
1044,0,0.06,177155,0,1.028,1,0,0,7541,40061
1045,0,0.15,183148,0,1.074,1,0,0,16590,41186
1046,0,0.14,179306,0,1.155,1,0,0,29789,40138
1047,0,0.05,182126,0,1.074,1,0,0,5508,41110
1048,0,0.13,179636,0,1.056,1,0,0,11233,40786
1049,0,0.12,183212,0,1.079,1,0,0,9929,40891
105,0,0.07,185427,0,1.061,1,0,0,10448,41428
1050,0,0.07,187293,0,0.9,1,0,0,15322,41516
1051,0,0.07,177322,0,1.048,1,0,0,14344,40254
1052,0,0.06,180563,0,1.083,1,0,0,7754,40856
1053,0,0.07,185271,0,1.139,1,0,0,8973,41276
1054,0,0.06,178571,0,1.057,1,0,0,8866,40373
1055,0,0.08,183172,0,0.944,1,0,0,18101,40843
1056,0,0.07,183575,0,1.009,1,0,0,11469,41392
1057,0,0.07,175485,0,1.052,1,0,0,13486,39467
1058,0,0.12,184661,0,0.987,1,0,0,8924,41063
1059,0,0.07,186432,0,0.945,1,0,0,14160,41582
106,0,0.07,176939,0,0.997,1,0,0,13809,40117
1060,0,0.09,184877,0,1.072,1,0,0,11980,41218
