seed,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars
104789,0,0.00,472,0,0.675,0,0,0,0,104
109079,0,0.00,573,0,0.566,0,0,0,0,208
109388,0,0.00,472,0,0.53,0,0,0,0,104
111318,0,0.08,218448,0,1.177,0,0,0,2857,41862
112629,0,0.10,218145,0,1.214,1,0,0,19287,41495
112642,0,0.23,210288,0,1.414,1,0,0,69840,40702
115890,0,0.09,219237,0,1.13,1,0,0,18982,41876
118065,0,0.08,219204,0,1.162,1,0,0,12994,42287
118330,0,0.00,472,0,0.816,0,0,0,0,104
124954,0,0.12,222845,0,1.183,1,0,0,39631,42347
127044,0,0.14,218404,0,1.24,1,0,0,24318,41610
129460,0,0.09,222156,0,1.268,1,0,0,16208,42341
136347,0,9.43,219241,0,1.17,0,0,0,366532,41780
138809,0,0.00,573,0,0.512,0,0,0,0,208
143364,0,0.09,215905,0,1.237,1,0,0,21192,41715
145411,0,0.16,222649,0,1.288,1,0,0,13730,42865
146836,0,0.09,216427,0,1.166,1,0,0,17267,41826
146891,0,0.07,207091,0,1.217,1,0,0,8210,40429
147703,0,0.00,472,0,0.769,0,0,0,0,104
148278,0,0.00,674,0,0.612,0,0,0,0,312
148461,0,0.00,472,0,0.537,0,0,0,0,104
148612,0,0.00,472,0,0.542,0,0,0,0,104
149620,0,0.00,573,0,0.657,0,0,0,0,208
150429,0,0.10,228036,0,1.062,1,0,0,14519,43201
157696,0,0.07,209226,0,1.434,1,0,0,9165,40507
159222,0,0.09,217409,0,1.079,1,0,0,17481,41743
16372,0,0.00,573,0,0.624,0,0,0,0,208
168820,0,0.26,222677,0,1.284,1,0,0,38748,42402
171127,0,0.09,222291,0,1.175,1,0,0,20114,42270
172741,0,0.00,472,0,0.606,0,0,0,0,104
179677,0,0.00,472,0,0.517,0,0,0,0,104
182210,0,0.08,224043,0,1.057,1,0,0,7726,42571
183107,0,0.00,472,0,0.746,0,0,0,0,104
184695,0,0.18,217806,0,1.212,1,0,0,36027,41655
189843,0,0.09,222233,0,1.266,1,0,0,15874,42352
191433,0,0.11,218985,0,1.07,1,0,0,22670,42063
191571,0,0.00,573,0,0.575,0,0,0,0,208
192155,0,0.00,472,0,0.727,0,0,0,0,104
193884,0,0.00,573,0,0.553,0,0,0,0,208
194023,0,0.00,573,0,0.53,0,0,0,0,208
207230,0,0.00,573,0,0.559,0,0,0,0,208
209199,0,0.12,222515,0,1.202,1,0,0,30643,42393
216035,0,0.00,472,0,0.556,0,0,0,0,104
216490,0,0.00,573,0,0.716,0,0,0,0,208
22,0,0.00,472,0,0.623,0,0,0,0,104
224213,0,0.09,220586,0,1.197,1,0,0,17357,42134
224976,0,0.13,227261,0,1.166,1,0,0,36521,43243
227142,0,0.00,472,0,0.779,0,0,0,0,104
229701,0,0.08,216926,0,1.377,1,0,0,14287,41995
231331,0,0.16,216842,0,1.247,1,0,0,14334,41715
235342,0,0.11,213278,0,1.214,1,0,0,29809,41276
237537,0,0.00,472,0,0.477,0,0,0,0,104
238965,0,0.00,674,0,0.534,0,0,0,0,312
240472,0,0.16,225452,0,0.972,1,0,0,56244,43009
241217,0,0.10,223171,0,1.168,1,0,0,8854,42756
241310,0,0.11,221572,0,1.305,1,0,0,25205,42244
244380,0,0.00,573,0,0.526,0,0,0,0,208
245547,0,0.00,472,0,0.596,0,0,0,0,104
246013,0,0.09,216870,0,1.388,1,0,0,22017,41477
248116,0,0.00,573,0,0.501,0,0,0,0,208
250056,0,0.12,217481,0,1.154,1,0,0,36370,41871
252532,0,0.11,217210,0,1.413,1,0,0,21816,41817
252642,0,0.12,222121,0,1.228,1,0,0,30601,42397
252850,0,0.09,222318,0,1.174,1,0,0,16649,42180
253424,0,0.12,218854,0,1.129,1,0,0,26041,42066
253798,0,0.00,472,0,0.993,0,0,0,0,104
255620,0,0.00,573,0,0.631,0,0,0,0,208
256494,0,0.00,573,0,0.728,0,0,0,0,208
257811,0,10.76,220131,0,1.209,0,0,0,396992,42033
258061,0,0.00,674,0,0.636,0,0,0,0,312
260222,0,0.00,573,0,0.701,0,0,0,0,208
264326,0,0.08,224525,0,1.302,1,0,0,9436,42645
272127,0,0.08,221333,0,1.13,1,0,0,11185,42529
273976,0,0.17,224418,0,1.455,1,0,0,19031,42710
275746,0,0.10,217983,0,1.171,1,0,0,23503,42141
27587,0,0.00,472,0,0.587,0,0,0,0,104
278727,0,0.10,212687,0,1.294,1,0,0,28142,41174
282893,0,0.00,573,0,0.643,0,0,0,0,208
283431,0,0.12,213579,0,1.112,1,0,0,30859,41355
283831,0,0.15,220251,0,1.408,1,0,0,12985,42186
284741,0,0.08,218981,0,1.363,1,0,0,10889,42016
287049,0,0.00,573,0,0.547,0,0,0,0,208
288205,0,0.00,472,0,0.673,0,0,0,0,104
294291,0,0.09,216799,0,1.07,1,0,0,22955,41852
295291,0,0.08,215085,0,1.281,1,0,0,13565,41483
295858,0,0.00,472,0,0.494,0,0,0,0,104
297578,0,0.08,218322,0,1.338,1,0,0,13265,42044
300221,0,0.00,472,0,0.515,0,0,0,0,104
302562,0,0.00,472,0,0.5,0,0,0,0,104
306396,0,0.00,573,0,0.572,0,0,0,0,208
315926,0,0.08,224900,0,1.165,1,0,0,11216,42835
317837,0,0.00,674,0,0.552,0,0,0,0,312
320988,0,0.00,472,0,0.504,0,0,0,0,104
324059,0,0.00,573,0,0.537,0,0,0,0,208
324671,0,0.00,573,0,0.588,0,0,0,0,208
325572,0,0.12,222598,0,1.118,1,0,0,29238,42513
325753,0,0.00,674,0,0.549,0,0,0,0,312
32910,0,0.09,214324,0,1.325,1,0,0,19108,41605
329395,0,0.10,223655,0,1.173,1,0,0,22317,42411
331283,0,0.09,207940,0,1.216,1,0,0,14501,40634
333112,0,0.21,221872,0,1.325,1,0,0,30438,42252
339495,0,0.09,225301,0,1.066,1,0,0,14301,42790
339719,0,0.08,216296,0,1.102,1,0,0,12674,41631
341238,0,0.09,213532,0,1.032,1,0,0,20612,41141
342709,0,0.00,573,0,0.528,0,0,0,0,208
352072,0,0.00,674,0,0.509,0,0,0,0,312
355585,0,0.00,472,0,0.564,0,0,0,0,104
358727,0,0.00,573,0,0.602,0,0,0,0,208
362311,0,0.00,573,0,0.674,0,0,0,0,208
365498,0,0.00,472,0,0.531,0,0,0,0,104
367638,0,0.08,221441,0,1.176,1,0,0,14865,42541
368297,0,0.00,472,0,0.729,0,0,0,0,104
369428,0,0.00,472,0,0.563,0,0,0,0,104
36992,0,0.07,219823,0,1.257,1,0,0,7127,41936
371660,0,0.09,219424,0,1.257,1,0,0,24882,42216
372159,0,0.16,222984,0,1.146,1,0,0,35177,42549
374993,0,0.12,224508,0,1.176,1,0,0,7285,42826
376128,0,0.07,207762,0,1.236,1,0,0,8730,40779
377645,0,0.00,472,0,0.617,0,0,0,0,104
380735,0,0.00,573,0,0.519,0,0,0,0,208
380831,0,0.00,573,0,0.721,0,0,0,0,208
382127,0,0.00,573,0,0.682,0,0,0,0,208
382378,0,0.12,213848,0,1.125,0,0,0,10700,41391
387400,0,0.09,220822,0,1.263,1,0,0,20426,42567
388220,0,0.00,472,0,0.548,0,0,0,0,104
389857,0,0.11,216858,0,1.167,1,0,0,15275,41382
390455,0,0.09,202275,0,1.34,1,0,0,24758,40061
392403,0,0.07,220672,0,1.183,1,0,0,6768,42165
395508,0,0.00,472,0,0.509,0,0,0,0,104
400208,0,0.06,198651,0,1.201,1,0,0,7220,39365
401745,0,0.12,222657,0,1.246,1,0,0,7785,42407
402080,0,0.00,472,0,0.559,0,0,0,0,104
402326,0,0.11,219579,0,1.238,1,0,0,20074,42041
41159,0,0.00,573,0,0.52,0,0,0,0,208
415488,0,0.00,674,0,0.516,0,0,0,0,312
415836,0,0.00,472,0,0.625,0,0,0,0,104
416664,0,0.08,220430,0,1.164,1,0,0,11225,42060
420455,0,0.11,215943,0,1.311,1,0,0,22853,41654
422709,0,0.00,573,0,0.524,0,0,0,0,208
423538,0,0.07,223801,0,1.147,1,0,0,10464,42548
431115,0,0.10,215489,0,1.191,1,0,0,30920,41302
433026,0,0.09,218068,0,1.107,1,0,0,13716,41792
434272,0,0.00,472,0,0.52,0,0,0,0,104
436284,0,0.07,220602,0,1.25,1,0,0,6697,42198
437372,0,0.00,573,0,0.602,0,0,0,0,208
438724,0,0.09,213842,0,1.155,1,0,0,22221,41684
440176,0,0.10,222567,0,1.133,1,0,0,21759,42315
441758,0,0.09,213206,0,1.369,1,0,0,18945,40783
447276,0,0.08,222864,0,1.082,1,0,0,10021,42683
451791,0,0.18,224003,0,1.155,1,0,0,22962,42483
455033,0,0.11,215974,0,1.105,1,0,0,27457,41504
455876,0,0.00,472,0,0.54,0,0,0,0,104
455984,0,0.00,472,0,0.688,0,0,0,0,104
456620,0,0.08,215102,0,1.061,1,0,0,16004,41617
464204,0,0.14,218534,0,1.112,1,0,0,22000,41671
466724,0,0.00,472,0,0.556,0,0,0,0,104
466956,0,0.08,218613,0,1.067,1,0,0,16382,42282
470465,0,0.09,220183,0,1.16,1,0,0,16977,42510
474081,0,0.07,202094,0,1.228,1,0,0,14264,39975
478399,0,0.00,472,0,0.572,0,0,0,0,104
478839,0,0.00,472,0,0.502,0,0,0,0,104
483864,0,0.09,216728,0,1.267,1,0,0,18622,41870
484156,0,0.09,222259,0,1.247,1,0,0,11765,42468
485638,0,0.08,218687,0,1.187,1,0,0,16327,42137
485821,0,0.00,472,0,0.565,0,0,0,0,104
487183,0,0.10,215057,0,1.185,1,0,0,20319,41705
488174,0,0.00,472,0,0.627,0,0,0,0,104
490851,0,0.00,674,0,0.67,0,0,0,0,312
492327,0,0.09,215704,0,1.214,1,0,0,9453,41538
497160,0,0.13,218782,0,1.34,1,0,0,43919,41663
498201,0,0.09,220380,0,1.117,0,0,0,9293,41912
504965,0,0.15,221568,0,1.116,1,0,0,39276,42198
509237,0,0.09,224599,0,1.188,1,0,0,13040,42664
512163,0,0.00,472,0,0.577,0,0,0,0,104
512325,0,0.00,472,0,0.561,0,0,0,0,104
513850,0,0.00,573,0,0.589,0,0,0,0,208
514254,0,0.00,573,0,0.702,0,0,0,0,208
514900,0,0.08,200464,0,1.339,1,0,0,18823,39486
516255,0,0.00,472,0,0.548,0,0,0,0,104
51699,0,0.00,472,0,0.526,0,0,0,0,104
518165,0,0.00,472,0,0.518,0,0,0,0,104
518440,0,0.08,213603,0,1.277,1,0,0,18468,41655
519177,0,0.08,214026,0,1.115,1,0,0,17192,41594
523048,0,0.00,674,0,0.653,0,0,0,0,312
526889,0,0.00,573,0,0.592,0,0,0,0,208
530642,0,0.00,573,0,0.686,0,0,0,0,208
536105,0,0.00,472,0,0.532,0,0,0,0,104
537274,0,0.09,225726,0,1.135,1,0,0,21295,42969
538964,0,0.11,210421,0,1.162,1,0,0,31243,40554
540275,0,0.13,222161,0,1.414,1,0,0,41887,42319
542570,0,0.08,216368,0,1.187,1,0,0,13687,41719
542619,0,0.00,674,0,0.515,0,0,0,0,312
544594,0,0.00,472,0,0.514,0,0,0,0,104
545704,0,0.11,223851,0,1.211,1,0,0,29211,42441
551681,0,0.09,216300,0,1.175,1,0,0,13967,41919
555305,0,0.07,213118,0,1.153,1,0,0,12643,41166
555596,0,0.00,472,0,0.725,0,0,0,0,104
557167,0,0.10,218498,0,1.091,1,0,0,17574,41970
559975,0,0.08,214886,0,1.287,1,0,0,16351,41116
560265,0,0.10,218979,0,1.19,1,0,0,19760,41775
561305,0,0.10,218294,0,1.308,1,0,0,11586,41625
565923,0,0.00,472,0,0.592,0,0,0,0,104
5700,0,0.09,218728,0,1.588,1,0,0,12766,41835
570005,0,0.13,220706,0,1.194,1,0,0,38300,42122
570304,0,2.54,212153,0,1.216,0,0,0,201631,41007
571566,0,0.00,472,0,0.609,0,0,0,0,104
575541,0,0.10,223884,0,1.172,1,0,0,18490,42656
579228,0,0.08,223698,0,1.199,1,0,0,10734,42682
585610,0,0.00,573,0,0.547,0,0,0,0,208
585822,0,0.00,472,0,0.555,0,0,0,0,104
587311,0,0.00,472,0,0.581,0,0,0,0,104
587516,0,0.00,472,0,0.562,0,0,0,0,104
587629,0,0.11,218686,0,1.552,1,0,0,36322,42155
592400,0,0.00,573,0,0.58,0,0,0,0,208
592642,0,0.00,573,0,0.549,0,0,0,0,208
596129,0,0.09,224724,0,1.23,1,0,0,11120,42742
600777,0,0.00,472,0,0.521,0,0,0,0,104
601391,0,0.00,472,0,0.64,0,0,0,0,104
602048,0,0.08,228564,0,1.167,1,0,0,9006,43308
608538,0,0.09,227471,0,1.134,1,0,0,13101,43188
613477,0,0.00,573,0,0.525,0,0,0,0,208
613802,0,0.00,573,0,0.516,0,0,0,0,208
629901,0,0.00,573,0,0.712,0,0,0,0,208
